,tag_category,tag_value,keywords
271,人物类型,个人体验,"我,作为一个辣堡爱好者,我一直听说,我觉得,前一个人,我,蒟蒻果冻,今天试了试,我,我,我,大家,大老远跑来,我,我自己的感受,我,你爱吃,我,我的日常,我,拉上小伙伴,我们,店里小姐姐,我个人认为,我个人比较喜欢,我直接爱住🤣,我,我太爱芝士了,我,我可能上辈子就是块芝士,和姐姐一起吃了,我,老板娘,我,我自己,我去吃了,熊二不饿,小毛是全麦面包体,我觉得,我家里人不爱吃,我们点的是,我,我,宝贝,男士们,我,北方室友说的,潮汕老乡&老板,本人觉得,我,朋友推,我,一个人来吃,妈妈,我,我,自己,一人食,一个人,我,姐妹,我,忍不住想喝杯,在太阳下边,本人,我,我,我,据说,我,我真的很爱,第一次点的姐妹,我,我,我,我,我,上海人,我,拖延症患者,我是不是一个很能接受蒙餐的人,喜欢睡软床的姐妹,最爱,我,忍不住,朋友安利,小姐姐推荐,我,想记录下此刻,我是干吃的,两个人,我的日常,和我一样嗜"
272,人物类型,"个人体验,美食爱好者","我,太开心了"
273,人物类型,个人体验/健康意识,"减脂期,嘴馋的姐妹"
274,人物类型,个人体验/家庭分享,"我自己,我妈吃了都赞不绝口"
275,人物类型,个人体验/情侣,"男友,我"
276,人物类型,个人体验/旅游,"靓女,闺蜜,姐妹日常"
277,人物类型,个人体验/留学生,"#墨尔本留学#,留学澳洲"
278,人物类型,个人体验/美食爱好者,"我,真的好好吃,@商家薯,作为一个颜控"
279,人物类型,个人体验/食客,"吃货薯,吃不饱同学"
280,人物类型,个人体验者,"美食爱好者,新人博主,我,我,我,被卷入,我,我,我,朋友,我自己,我,我,一个人来,我们,我,店主姐姐,我自己,个人更喜欢,朋友,酷仙女,社恐,我,感慨还是老公靠谱,我吃一包得喝半瓶水,晓涵,作为一个四川人,我,喜欢内调的姐妹可以试试,我,我,我,我个人,我,闺蜜子,面包脑袋,想看的小伙伴,我,我,我,四川人口味,我,我,我,我,姐妹们,我,本人,我,我,美食爱好者,我,我觉得他比永嘉天地夜市的杂粮煎饼更优秀,本人,我在奶茶届的左右护法,我,学生党,一个人溜达,同学,我,我一个人坐在那里,初次尝试,和我一样小趴菜的姐妹们,我,我,第一次喝,我妹妹,我,我,我自己,朋友给我分享,我跟我姐,个人更喜欢,第一次吃意面里的面包,火速前来,我,我,同学,我,我,我口味较淡,姐妹们,最近,我,本辣妹子,每次都会,我,我,个人觉得,我,我,俺,自己,我,打包回家,我,喜欢吃,我们,我,我,自拍R,我的妈妈咪啊,我,我,我,我"
281,人物类型,"个人体验者, 甜品爱好者","老夫的少女心,巧克力控"
282,人物类型,"个人体验者, 送礼者","逢年过节送人,我"
283,人物类型,"个人体验者,家庭","我,小孩子"
284,人物类型,"个人体验者,美食爱好者","馋嘴人,懒人,俺"
285,人物类型,"个人体验者,饭搭子召集者","吃货Z罗,我偶尔会组拼饭局"
286,人物类型,个人体验者/爱好者,巧克力控
287,人物类型,个人使用,"在美容院工作的闺蜜推荐,自己使用"
288,人物类型,个人使用者,"我,细软塌的朋友"
289,人物类型,个人保健,"个人,心情"
290,人物类型,个人偏好者,个人觉得
291,人物类型,个人健康,"初始体重,我,大基数减肥,女大学生,掉了头发,早起,自己,备孕,受精卵着床,减肥日记,Iga肾病四级的病友,今日体重,我,日常,晨重,瘦身,减肥,我,减脂,自律,我,我,姐妹,自己煮,我,仙女R,新人博主,自己,妈妈,哺乳期减肥,教练,希瑟姐,减肥,我,我,伴娘,减肥者,自己,我"
292,人物类型,个人健康/健身,打工人
293,人物类型,个人健康/健身者,"减肥打卡,运动打卡,我,减肥,健身,减肥打卡,减脂打卡,自律减肥"
294,人物类型,个人健康/女性,"明日看看可以去打羽毛球,大姨妈"
295,人物类型,个人健康/情侣,"和男朋友,生理周期"
296,人物类型,个人健康/自我管理,狠人减肥
297,人物类型,个人健康关注,"中年少女,湿热、阴虚火旺的人群,寒体、湿气重、气血虚、血瘀的人,外出,轻断食,脾胃虚,养姨妈,身体太差,锻炼"
298,人物类型,个人健康关注者,"我,康复新液,姐姐们,咱,试sexy衣服,健身,症状,减肥者,减肥,每日减肥打卡,减肥,感觉和体重和解,减肥日记,胖管家健身训练营,我要饿死了饿死了饿死了,减肥,减肥日常,星R,胃不胀,90斤女生,轻断食,步数,运动,姨妈期,运动,专业营养师,减肥者,大基数减肥打卡,初始体重,减肥,目标体重,减脂人,每日减重打卡,减肥日记,小基数减脂,减肥,晨重,姐妹们,胰岛素抵抗减肥,明日减少量,我,减肥打卡,减脂记录,减肥日记,减肥打卡,减肥,减肥餐打卡,明天体重秤上见,每日减重打卡,晨重,进食障碍,打卡,我,要坚持住,减肥,小女孩,我,明天还不好就出去骑自行车,减肥打卡,姐姐,我,减重,便后空腹体重,努力成为更好的自己,减肥日记,减肥日记,产后,减肥,体检,减肥,我,马上就要25号,运动,体重,我,期待明天,我,减肥打卡,减肥vlog,小基数减肥,体重管理,已减重,希望可以,明天就回学校,初始体重,Jo姐,冲业绩,我,"
299,人物类型,个人健康意识,"现代人,我,明天开始,克制,减肥"
300,人物类型,个人健康管理,"健身,明天开始,我,帕梅拉,我,我,减肥,我,我,打卡者,减肥,减肥打卡,减肥减脂,我,初始体重,晨重,目标体重,我,学习,减肥,我,自己,我,自己煮,空腹,我,血糖管理,空腹,血糖监测"
301,人物类型,个人健康跟踪者,Jo姐
302,人物类型,个人健康追求者,"因为练了普拉提,理论都懂,减肥者,婚席,佛系减脂饮食日记,没怎么记录,运动,养生前置,减肥日记,减肥,练习者,减肥,我的,我,大基数减肥打卡,目标体重,生活化减脂,女子塑形瑜伽,我,目标体重,嘴饞,结婚,我,晨重,新月R,减肥者,晨重,健康/减肥日记,高个子,大家,我,甜品胃,我,减肥者,自律,林芊妤,维生素,关注我一起瘦,减肥,日常碎片PLOG,大基数减肥打卡,小基数,初始体重,挑战减肥打卡100天,小基数减肥,日常,打卡,我,我,最近嗓子开始疼,因为姨妈的原因,减肥经验分享,我,小基数减肥,健身,减肥,小基数,想瘦腿根,肚子,一个人吃,想开启,05后,小基数的日常维持,减脂,女人,减脂日记,控糖饮食,减重,自律减肥,自己,减肥者,跳绳打卡,运动爱好者,大基数减肥打卡,打卡,健康减脂,运动,美食爱好者,复合维生素,我,好友,健康第一,减脂博主,每天看她写的文字,嘴馋,今日体重,高碳,明天开始,我,小鸟胃"
303,人物类型,个人健康追踪,晨重
304,人物类型,个人健康追踪者,"打卡R,减肥"
305,人物类型,个人健身,"我,我,健身女孩,朋友,自己,我,我的健身日常,练背,刘耕宏女孩,大家,健身小白,才刚刚开始接触健身"
306,人物类型,个人健身者,"举哑铃,撸铁女孩,我,跑步,椭圆机,跟着keep做"
307,人物类型,个人关系,"闺蜜,姐妹"
308,人物类型,个人兴趣,"练字,一起练字"
309,人物类型,个人内心,"你,我"
310,人物类型,个人内心世界,不知道要写给谁
311,人物类型,个人出租,你的专属租房管家
312,人物类型,个人分享,"@生活薯,@吃货薯,我的,蛋烘糕,小兔,你们瘦了没,@运动薯,@薯条小助手,本宫,@生活薯,室友,怕冷的朋友们,反正我是爱了,学习日常,女大学生,我,@日常薯,自己减肥,我妈,跟宝子们分享,我已经是N刷,@电商学习薯,@薯队长,我,我,公主殿下,朋友们,减肥打卡,我们,我的早餐打卡,我的,日常,我,博主,我,赶紧告诉全全,小狗之名,减肥日记,减肥日常,面包控,我,我,我,自己,大夫的小助理,帅哥,介绍一个小哥哥,抽到的姐妹,我,我妈,[暗中观察R],我,@小红书成长助手,孕期运动,脾胃不好的朋友,我自创,某人,我,任何人,新人博主,家人们,俺,面包控,@小红书成长笔记,朋友新疆带回,我,厚比,美食爱好者,你,我,自己先喝一杯,姐妹们,我姐,如果你也爱吃杨梅,全xhs呼吁,@薯条小助手,我,我选的,我,朋友,宝子,33岁,小老板的日常,我,大家,我,[斜眼R],浪漫生活的记录者,和朋友分享,咱首先看配料表,打卡R,我,棣爸,鞠婆"
313,人物类型,"个人分享, 家庭","姐妹们,大家,我"
314,人物类型,"个人分享, 家庭成员","姐妹们,自己,妈妈"
315,人物类型,"个人分享,家庭","姐妹,假期吃嗨玩嗨"
316,人物类型,"个人分享,情侣","宝贝,怕我一个人无聊,找男盆友"
317,人物类型,"个人分享,普通生活","我,记录生活"
318,人物类型,"个人分享,美食爱好者","我们的好朋友@奈似,大家要是有机会"
319,人物类型,个人分享/健康追求者,"健康生活,我,减肥,减脂"
320,人物类型,个人分享/博主,小Y
321,人物类型,个人分享/吃货,"我的早餐打卡,吃货小孕妇,@吃不饱同学,@薯队长,@吃货薯"
322,人物类型,个人分享/学生,"大学生的日常,自己diy,小张"
323,人物类型,个人分享/家庭,"自己,自家种,减肥方式,喜欢的姐妹,大学生"
324,人物类型,个人分享/情侣,情侣约会
325,人物类型,个人分享/情侣互动,让你的男朋友为你弄起来
326,人物类型,个人分享/摄影爱好者,"摄影薯,摄影日常,摄影#"
327,人物类型,个人分享/普通消费者,"我,第一天的,我,日常,吃货"
328,人物类型,个人分享/朋友,"老朋友小白,我"
329,人物类型,个人分享/消费者,"姐妹们,我本人,大爱水果季,我爱吃水果"
330,人物类型,个人分享/爱好者,"学生,仙女,美食爱好者,我,男朋友,集美"
331,人物类型,个人分享/生活博主,"姐妹们,我,闺蜜"
332,人物类型,个人分享/社区,"姐妹儿,一起的"
333,人物类型,个人分享/美食爱好者,"我,作为牛油果的超级粉丝,吃遍全国火锅的人,打卡,我,整个一个大满足,我"
334,人物类型,个人分享/群体互动,"大家,你们"
335,人物类型,个人分享/艺术生,"量子猜想油画香膏,艺术生"
336,人物类型,个人分享/观众,我
337,人物类型,个人分享+家庭,"小糖,家庭聚会蛋糕"
338,人物类型,个人分享者,"水果哥,我,我,最喜欢,我用,我,一人食,我,我,像我这种纯奶冰淇淋爱好者,吃货薯看这里,自己做,我自己,真真的,我,减脂期的姐妹,我,分享,偶然发现,嘴馋的时候吃,我自己,我,我,我是佩奇大师,宝贝们,我,我坠喜欢,自己做的芋泥,一人食吃什么,狂飙真的好好看,黄黑皮姐妹,养鸡人,我,浪漫生活的记录者,我,自己做,初次尝试,一人食,一人食,我,我,宝子们,宝子,朕,我,我,我,我,你,我,@商家薯,我自己做的,建议姐妹们,姐妹,家有萌宠,我,#小玉Vlog#,你,自制,我,我爱啦,男朋友,一人食,我的私藏美食,小不点,我的日常,本人二十多了,学生,点辣都不能吃的姐妹理性种草,让人无法拒绝的饼干,#我的早餐打卡#,@啵啵嘚,我的美食日记,妈妈,我,我的私藏美食,我,明天会好好做人,我,蛙蛙,我,我,美食爱好者,我,#奶酪控#,#美味分享#,我,我的健康生活,我,大家,一人食,我,姐妹们,文玩女孩,我,我,我,我买了,读者,"
339,人物类型,"个人分享者, 办公室工作人员, 家庭用户","一人食吃什么,办公室零食,居家必备"
340,人物类型,"个人分享者, 学生",我的大学生活plog
341,人物类型,"个人分享者, 朋友","朋友说,拉着小王,我"
342,人物类型,"个人分享者, 礼物接收者","对方,我"
343,人物类型,"个人分享者,伴侣","我本人,男朋友"
344,人物类型,"个人分享者,家庭消费者",本来想精致用叉子吃...结果狼吞虎咽直接抱着啃
345,人物类型,"个人分享者,美食爱好者","标记我的生活,我"
346,人物类型,个人分享者/健康追求者,"我,希望明天可以顺利噗噗"
347,人物类型,个人分享者/爱好者,我
348,人物类型,个人分享者/美食爱好者,"喜欢吃辣的姐妹,喜姐炸串"
349,人物类型,个人分享者+夫妻,"老公,我"
350,人物类型,个人创业者,"自学,我,摆摊,自媒体创业,新人来报道,烘焙爱好者,我,打工,我,我,摆地摊的小姐姐,返乡创业,我"
351,人物类型,个人创业者/爱好者,"大学生创业,大学生暑假"
352,人物类型,个人创作,"他,我,全国第1个吃掉蜡笔小新的小猫咪,视频薯,我的手工日常"
353,人物类型,个人创作/爱好者,"不太会把握,鄙人"
354,人物类型,个人制作,"我,自己,做了一些,一人食,好好吃饭,一人食,介绍一个小姐姐,我,自己试试,私房烘培,如果你有空气炸锅,大家帮我看看,我,一人食"
355,人物类型,"个人制作,家庭","一人食,分享"
356,人物类型,个人制作/分享,"#圆脸雯子三明治#,#圆脸雯子#"
357,人物类型,个人制作/家庭,"得到,手作"
358,人物类型,个人制作/家庭享用,"我自己,牧民大哥"
359,人物类型,个人制作爱好者,"在小红书记录,我"
360,人物类型,个人制作者,我
361,人物类型,个人努力,"无人扶我,亦能独登山巅,我努力,明天效果"
362,人物类型,个人卖家,我来卖卖
363,人物类型,个人博客,"1000+粉,博主"
364,人物类型,个人反思,"我,自己"
365,人物类型,个人受害者,PARSING ERROR
366,人物类型,个人口味,"对我而言不辣,烤鸡和薄荷炸酥肉一般吧,仅代表个人口味,作为南方人味觉的一个推荐"
367,人物类型,个人和家人,和老姐
368,人物类型,个人品味,"果然还是觉得,一定要试试,我最喜欢的东西,巧克力控,咸口最爱,我一个人吃,美食爱好者,你,我"
369,人物类型,个人品味/爱好者,"我,巧克力控"
370,人物类型,个人品味享受者,"朋友,家人,我"
371,人物类型,个人品味分享者,"我,吃货,吃货日常"
372,人物类型,个人品味探索者,"第一次品饮体验,人生第一瓶"
373,人物类型,个人品尝,"第二个吃的,第三个吃的,我,第一个先尝"
374,人物类型,个人品尝者,"我个人,我觉得,单身狗,个人不是很喜欢,我一个人"
375,人物类型,个人喜好,"我家,我,不是很喜欢,我,我,我,作为一个鸭货资深爱好者,个人最喜欢的,一直很爱,爱吃的人,hhhh,因为很喜欢杨梅所以会回购,我,我,大家,牙口好的人,我醉近好喜欢吃,我,我,本人,大家,甜食爱好者,我,我,混血宝宝,我最喜欢,我的早餐,我,我自己的看法,我,我讨厌太甜太咸的话梅,我最爱的,椰子脑袋,我,美食爱好者,我真的好爱"
